cycle	rlat	clat	klat	rhop	chop	khop	hopcat	latcat
4645	3.55	3.55	3.55	2	2	2	1	1
4646	29.69	29.69	29.69	6	2	2	2	2
4647	23.23	23.23	23.23	5	2	2	2	2
4648	26.78	60.42	26.78	6	3	2	2	2
4649	39.79	39.79	39.79	5	2	2	3	3
4650	4.15	4.15	4.15	2	2	2	1	1
4651	24.61	24.61	24.61	5	2	2	3	2
4652	26.14	26.14	26.14	5	2	2	1	2
4653	12.87	12.87	12.87	4	3	2	2	1
4654	31.23	31.23	31.23	4	2	2	3	2
4655	47.34	47.34	47.34	6	2	2	2	3
4656	3.56	3.56	3.56	2	2	2	2	1
4657	4.15	4.15	4.15	2	2	2	1	1
4658	9.32	38.32	9.32	3	4	2	2	1
4659	20.97	38.41	20.97	4	3	2	3	2
4660	47.34	47.34	47.34	6	2	2	2	3
4661	5.17	12.27	5.17	2	3	2	3	1
4662	5.08	5.08	5.08	2	2	2	2	1
4663	50.89	50.89	50.89	7	3	2	1	3
4664	21.06	48.88	21.06	4	3	2	2	2
4665	27.17	27.17	27.17	4	3	2	2	2
4666	47.34	47.34	47.34	6	2	2	2	3
4667	23.23	78.57	23.23	5	3	2	2	2
4668	35.84	35.84	35.84	6	3	2	3	3
4669	26.14	33.24	26.14	5	3	2	1	2
4670	19.67	19.67	19.67	4	2	2	3	2
4671	20.97	38.41	20.97	4	3	2	3	2
4672	21.06	48.88	21.06	4	3	2	2	2
4673	25.65	85.03	25.65	4	4	2	1	2
4674	12.87	12.87	12.87	4	2	2	2	1
4675	12.62	12.62	12.62	2	2	2	1	1
4676	26.14	33.24	26.14	5	3	2	1	2
4677	21.06	28.16	21.06	4	3	2	2	2
4678	16.18	70.52	16.18	3	3	2	2	1
4679	15.05	47.41	15.05	2	4	2	2	1
4680	29.69	29.69	29.69	6	2	2	2	2
4681	30.73	104.71	30.73	5	4	2	1	2
4682	15.05	69.29	15.05	2	3	2	2	1
4683	42.17	42.17	42.17	5	2	2	2	3
4684	19.67	19.67	19.67	4	2	2	3	2
4685	34.71	44.87	34.71	4	3	2	2	3
4686	4.15	43.49	4.15	2	4	2	1	1
4687	22.97	41.61	22.97	3	4	2	2	2
4688	15.89	33.33	15.89	3	3	2	2	1
4689	20.97	38.41	20.97	4	3	2	3	2
4690	23.22	23.22	23.22	5	2	2	3	2
4691	12.87	12.87	12.87	4	2	2	2	1
4692	16.18	70.52	16.18	3	3	2	2	1
4693	14.5	14.5	14.5	3	2	2	2	1
4694	18.06	69.14	18.06	4	4	2	3	2
4695	8.72	8.72	8.72	3	2	2	2	1
4696	26.14	33.24	26.14	5	3	2	1	2
4697	27.17	45.81	27.17	4	3	2	2	2
4698	20.97	38.41	20.97	4	3	2	3	2
4699	27.67	34.79	27.67	3	3	2	3	2
4700	27.17	27.17	27.17	4	3	2	2	2
4701	26.14	26.14	26.14	5	2	2	1	2
4702	9.32	38.32	9.32	3	4	2	2	1
4703	15.05	47.41	15.05	2	4	2	2	1
4704	29.69	29.69	29.69	6	2	2	2	2
4705	15.89	15.89	15.89	3	2	2	2	1
4706	47.34	47.34	47.34	6	2	2	2	3
4707	29.69	29.69	29.69	6	2	2	2	2
4708	23.22	46.7	23.22	5	3	2	3	2
4709	16.82	71.06	16.82	3	4	2	3	1
4710	25.65	85.03	25.65	4	4	2	1	2
4711	12.62	66.96	12.62	2	4	2	1	1
4712	5.08	5.08	5.08	2	2	2	2	1
4713	12.87	12.87	12.87	4	3	2	2	1
4714	47.34	47.34	47.34	6	2	2	2	3
4715	54.84	73.48	54.84	6	3	2	2	3
4716	14.5	55.42	14.5	3	4	2	2	1
4717	50.89	50.89	50.89	7	3	2	1	3
4718	13.91	32.55	13.91	3	3	2	3	1
4719	21.06	48.88	21.06	4	3	2	2	2
4720	29.69	29.69	29.69	6	2	2	2	2
4721	54.84	73.48	54.84	6	3	2	2	3
4722	34.71	34.71	34.71	4	2	2	2	3
4723	15.89	33.33	15.89	3	3	2	2	1
4724	20.97	38.41	20.97	4	3	2	3	2
4725	16.18	16.18	16.18	3	3	2	2	1
4726	39.79	39.79	39.79	5	2	2	3	3
4727	16.18	16.18	16.18	3	3	2	2	1
4728	47.34	47.34	47.34	6	2	2	2	3
4729	4.15	4.15	4.15	2	2	2	1	1
4730	13.91	22.21	13.91	3	3	2	3	1
4731	39.79	39.79	39.79	5	2	2	3	3
4732	27.67	56.67	27.67	3	3	2	3	2
4733	34.71	44.87	34.71	4	3	2	2	3
4734	30.73	104.71	30.73	5	4	2	1	2
4735	5.08	5.08	5.08	2	2	2	2	1
4736	16.82	71.06	16.82	3	4	2	3	1
4737	14.5	55.42	14.5	3	4	2	2	1
4738	20.97	66.91	20.97	4	3	2	3	2
4739	14.5	14.5	14.5	3	2	2	2	1
4740	32.29	32.29	32.29	5	2	2	3	2
4741	5.08	54.3	5.08	2	3	2	2	1
4742	42.17	42.17	42.17	5	2	2	2	3
4743	12.62	12.62	12.62	2	2	2	1	1
4744	3.56	42.9	3.56	2	3	2	2	1
4745	47.34	47.34	47.34	6	2	2	2	3
4746	13.91	32.55	13.91	3	3	2	3	1
4747	19.67	19.67	19.67	4	2	2	3	2
4748	3.56	42.9	3.56	2	3	2	2	1
4749	23.23	23.23	23.23	5	2	2	2	2
4750	32.29	32.29	32.29	5	3	2	3	2
4751	29.69	29.69	29.69	6	2	2	2	2
4752	5.17	34.17	5.17	2	3	2	3	1
4753	42.17	42.17	42.17	5	2	2	2	3
4754	5.17	34.17	5.17	2	3	2	3	1
4755	23.22	46.7	23.22	5	3	2	3	2
4756	12.62	66.96	12.62	2	4	2	1	1
4757	23.22	46.7	23.22	5	3	2	3	2
4758	8.72	8.72	8.72	3	2	2	2	1
4759	16.18	70.52	16.18	3	3	2	2	1
4760	24.61	24.61	24.61	5	2	2	3	2
4761	20.97	66.91	20.97	4	3	2	3	2
4762	15.05	47.41	15.05	2	4	2	2	1
4763	10.35	18.65	10.35	2	3	2	2	1
4764	16.82	35.46	16.82	3	3	2	3	1
4765	26.14	26.14	26.14	5	2	2	1	2
4766	42.17	42.17	42.17	5	2	2	2	3
4767	25.65	85.03	25.65	4	4	2	1	2
4768	54.84	73.48	54.84	6	3	2	2	3
4769	4.15	4.15	4.15	2	2	2	1	1
4770	8.72	8.72	8.72	3	2	2	2	1
4771	11.74	58.2	11.74	2	4	2	3	1
4772	16.82	35.46	16.82	3	3	2	3	1
4773	15.89	15.89	15.89	3	2	2	2	1
4774	19.67	19.67	19.67	4	2	2	3	2
4775	30.73	104.71	30.73	5	4	2	1	2
4776	22.09	22.09	22.09	3	2	2	1	2
4777	21.06	28.16	21.06	4	3	2	2	2
4778	19.67	19.67	19.67	4	2	2	3	2
4779	9.32	38.32	9.32	3	4	2	2	1
4780	14.5	14.5	14.5	3	2	2	2	1
4781	26.14	33.24	26.14	5	3	2	1	2
4782	22.09	22.09	22.09	3	2	2	1	2
4783	39.79	39.79	39.79	5	2	2	3	3
4784	35.84	35.84	35.84	6	3	2	3	3
4785	9.32	9.32	9.32	3	2	2	2	1
4786	27.12	27.12	27.12	4	2	2	1	2
4787	19.67	19.67	19.67	4	2	2	3	2
4788	27.12	68.04	27.12	4	4	2	1	2
4789	23.22	46.7	23.22	5	3	2	3	2
4790	12.62	66.96	12.62	2	4	2	1	1
4791	18.06	69.14	18.06	4	4	2	3	2
4792	22.97	41.61	22.97	3	4	2	2	2
4793	47.34	47.34	47.34	6	2	2	2	3
4794	23.23	78.57	23.23	5	3	2	2	2
4795	50.89	50.89	50.89	7	3	2	1	3
4796	29.69	29.69	29.69	6	2	2	2	2
4797	29.69	29.69	29.69	6	2	2	2	2
4798	15.89	15.89	15.89	3	2	2	2	1
4799	26.78	60.42	26.78	6	3	2	2	2
4800	27.12	68.04	27.12	4	4	2	1	2
4801	24.61	24.61	24.61	5	2	2	3	2
4802	26.78	82.12	26.78	6	3	2	2	2
4803	27.67	56.67	27.67	3	3	2	3	2
4804	15.89	15.89	15.89	3	2	2	2	1
4805	5.17	12.27	5.17	2	3	2	3	1
4806	3.56	42.9	3.56	2	3	2	2	1
4807	42.17	42.17	42.17	5	2	2	2	3
4808	32.29	32.29	32.29	5	2	2	3	2
4809	23.23	78.57	23.23	5	3	2	2	2
4810	3.56	3.56	3.56	2	2	2	2	1
4811	27.67	56.67	27.67	3	3	2	3	2
4812	27.17	27.17	27.17	4	3	2	2	2
4813	11.74	20.04	11.74	2	3	2	3	1
4814	19.67	19.67	19.67	4	2	2	3	2
4815	49.76	56.88	49.76	5	3	2	3	3
4816	8.72	8.72	8.72	3	2	2	2	1
4817	16.18	70.52	16.18	3	3	2	2	1
4818	20.97	66.91	20.97	4	3	2	3	2
4819	23.23	23.23	23.23	5	2	2	2	2
4820	15.89	33.33	15.89	3	3	2	2	1
4821	16.18	16.18	16.18	3	3	2	2	1
4822	16.82	35.46	16.82	3	3	2	3	1
4823	23.22	46.7	23.22	5	3	2	3	2
4824	8.72	8.72	8.72	3	2	2	2	1
4825	29.69	29.69	29.69	6	2	2	2	2
4826	29.69	29.69	29.69	6	2	2	2	2
4827	30.73	30.73	30.73	5	2	2	1	2
4828	15.89	15.89	15.89	3	2	2	2	1
4829	3.55	3.55	3.55	2	2	2	1	1
4830	23.22	23.22	23.22	5	2	2	3	2
4831	42.17	42.17	42.17	5	2	2	2	3
4832	15.05	47.41	15.05	2	4	2	2	1
4833	3.55	98.23	3.55	2	3	2	1	1
4834	9.32	38.32	9.32	3	4	2	2	1
4835	10.35	18.65	10.35	2	3	2	2	1
4836	35.84	59.32	35.84	6	3	2	3	3
4837	50.89	50.89	50.89	7	2	2	1	3
4838	15.89	15.89	15.89	3	2	2	2	1
4839	15.89	15.89	15.89	3	2	2	2	1
4840	11.74	20.04	11.74	2	3	2	3	1
4841	27.17	27.17	27.17	4	3	2	2	2
4842	35.84	35.84	35.84	6	3	2	3	3
4843	49.76	56.88	49.76	5	3	2	3	3
4844	14.5	55.42	14.5	3	4	2	2	1
4845	27.12	68.04	27.12	4	4	2	1	2
4846	11.74	58.2	11.74	2	4	2	3	1
4847	3.56	42.9	3.56	2	3	2	2	1
4848	5.08	54.3	5.08	2	3	2	2	1
4849	9.32	38.32	9.32	3	4	2	2	1
4850	9.32	9.32	9.32	3	2	2	2	1
4851	3.56	42.9	3.56	2	3	2	2	1
4852	32.29	32.29	32.29	5	3	2	3	2
4853	15.05	47.41	15.05	2	4	2	2	1
4854	32.29	32.29	32.29	5	3	2	3	2
4855	15.05	69.29	15.05	2	3	2	2	1
4856	16.82	35.46	16.82	3	3	2	3	1
4857	27.17	45.81	27.17	4	3	2	2	2
4858	27.17	45.81	27.17	4	3	2	2	2
4859	29.69	29.69	29.69	6	2	2	2	2
4860	35.84	59.32	35.84	6	3	2	3	3
4861	15.89	15.89	15.89	3	2	2	2	1
4862	3.56	3.56	3.56	2	2	2	2	1
4863	31.23	31.23	31.23	4	2	2	3	2
4864	27.12	27.12	27.12	4	2	2	1	2
4865	18.06	69.14	18.06	4	4	2	3	2
4866	20.97	38.41	20.97	4	3	2	3	2
4867	24.61	24.61	24.61	5	2	2	3	2
4868	3.56	3.56	3.56	2	2	2	2	1
4869	23.22	23.22	23.22	5	2	2	3	2
4870	12.87	12.87	12.87	4	2	2	2	1
4871	50.89	50.89	50.89	7	3	2	1	3
4872	3.55	3.55	3.55	2	2	2	1	1
4873	5.08	54.3	5.08	2	3	2	2	1
4874	31.23	31.23	31.23	4	2	2	3	2
4875	23.23	78.57	23.23	5	3	2	2	2
4876	27.12	27.12	27.12	4	2	2	1	2
4877	22.09	68.55	22.09	3	4	2	1	2
4878	26.78	60.42	26.78	6	3	2	2	2
4879	13.91	32.55	13.91	3	3	2	3	1
4880	15.89	15.89	15.89	3	2	2	2	1
4881	15.89	15.89	15.89	3	2	2	2	1
4882	30.73	104.71	30.73	5	4	2	1	2
4883	32.29	32.29	32.29	5	2	2	3	2
4884	8.72	8.72	8.72	3	2	2	2	1
4885	23.23	78.57	23.23	5	3	2	2	2
4886	22.09	22.09	22.09	3	2	2	1	2
4887	23.22	23.22	23.22	5	2	2	3	2
4888	47.34	47.34	47.34	6	2	2	2	3
4889	3.55	98.23	3.55	2	3	2	1	1
4890	23.22	23.22	23.22	5	2	2	3	2
4891	8.72	8.72	8.72	3	2	2	2	1
4892	27.67	56.67	27.67	3	3	2	3	2
4893	47.34	47.34	47.34	6	2	2	2	3
4894	26.14	26.14	26.14	5	2	2	1	2
4895	27.67	34.79	27.67	3	3	2	3	2
4896	3.55	98.23	3.55	2	3	2	1	1
4897	11.74	20.04	11.74	2	3	2	3	1
4898	11.74	20.04	11.74	2	3	2	3	1
4899	47.34	47.34	47.34	6	2	2	2	3
4900	23.22	46.7	23.22	5	3	2	3	2
4901	54.84	109.08	54.84	6	4	2	2	3
4902	25.65	25.65	25.65	4	2	2	1	2
4903	23.23	23.23	23.23	5	2	2	2	2
4904	30.73	30.73	30.73	5	2	2	1	2
4905	42.17	42.17	42.17	5	2	2	2	3
4906	15.05	47.41	15.05	2	4	2	2	1
4907	39.79	39.79	39.79	5	2	2	3	3
4908	23.23	23.23	23.23	5	2	2	2	2
4909	16.82	35.46	16.82	3	3	2	3	1
4910	47.34	47.34	47.34	6	2	2	2	3
4911	30.73	104.71	30.73	5	4	2	1	2
4912	16.18	16.18	16.18	3	3	2	2	1
4913	22.97	31.27	22.97	3	3	2	2	2
4914	20.97	38.41	20.97	4	3	2	3	2
4915	18.06	69.14	18.06	4	4	2	3	2
4916	11.74	20.04	11.74	2	3	2	3	1
4917	16.18	70.52	16.18	3	3	2	2	1
4918	13.91	22.21	13.91	3	3	2	3	1
4919	54.84	109.08	54.84	6	4	2	2	3
4920	11.74	20.04	11.74	2	3	2	3	1
4921	31.23	31.23	31.23	4	2	2	3	2
4922	24.61	24.61	24.61	5	2	2	3	2
4923	16.18	16.18	16.18	3	3	2	2	1
4924	38.02	38.02	38.02	4	2	2	1	3
4925	29.69	29.69	29.69	6	2	2	2	2
4926	10.35	28.99	10.35	2	3	2	2	1
4927	24.61	24.61	24.61	5	2	2	3	2
4928	49.76	58.06	49.76	5	3	2	3	3
4929	19.67	19.67	19.67	4	2	2	3	2
4930	39.79	39.79	39.79	5	2	2	3	3
4931	16.18	16.18	16.18	3	3	2	2	1
4932	12.62	66.96	12.62	2	4	2	1	1
4933	23.22	46.7	23.22	5	3	2	3	2
4934	35.84	59.32	35.84	6	3	2	3	3
4935	5.08	5.08	5.08	2	2	2	2	1
4936	26.78	82.12	26.78	6	3	2	2	2
4937	16.18	16.18	16.18	3	3	2	2	1
4938	25.65	85.03	25.65	4	4	2	1	2
4939	12.87	12.87	12.87	4	3	2	2	1
4940	8.72	8.72	8.72	3	2	2	2	1
4941	3.55	98.23	3.55	2	3	2	1	1
4942	25.65	25.65	25.65	4	2	2	1	2
4943	26.14	33.24	26.14	5	3	2	1	2
4944	27.67	34.79	27.67	3	3	2	3	2
4945	27.17	27.17	27.17	4	3	2	2	2
4946	38.02	38.02	38.02	4	2	2	1	3
4947	16.82	35.46	16.82	3	3	2	3	1
4948	23.23	78.57	23.23	5	3	2	2	2
4949	30.73	30.73	30.73	5	2	2	1	2
4950	27.17	27.17	27.17	4	3	2	2	2
4951	15.05	69.29	15.05	2	3	2	2	1
4952	34.71	34.71	34.71	4	2	2	2	3
4953	23.22	46.7	23.22	5	3	2	3	2
4954	39.79	39.79	39.79	5	2	2	3	3
4955	8.72	8.72	8.72	3	2	2	2	1
4956	31.23	31.23	31.23	4	2	2	3	2
4957	12.62	66.96	12.62	2	4	2	1	1
4958	5.17	12.27	5.17	2	3	2	3	1
4959	22.09	22.09	22.09	3	2	2	1	2
4960	4.15	43.49	4.15	2	4	2	1	1
4961	15.89	33.33	15.89	3	3	2	2	1
4962	16.82	35.46	16.82	3	3	2	3	1
4963	5.08	5.08	5.08	2	2	2	2	1
4964	26.78	60.42	26.78	6	3	2	2	2
4965	12.87	12.87	12.87	4	3	2	2	1
4966	5.17	34.17	5.17	2	3	2	3	1
4967	34.71	44.87	34.71	4	3	2	2	3
4968	13.91	32.55	13.91	3	3	2	3	1
4969	25.65	25.65	25.65	4	2	2	1	2
4970	27.12	27.12	27.12	4	2	2	1	2
4971	12.87	12.87	12.87	4	3	2	2	1
4972	23.23	23.23	23.23	5	2	2	2	2
4973	27.67	56.67	27.67	3	3	2	3	2
4974	13.91	32.55	13.91	3	3	2	3	1
4975	22.97	41.61	22.97	3	4	2	2	2
4976	27.12	68.04	27.12	4	4	2	1	2
4977	49.76	56.88	49.76	5	3	2	3	3
4978	13.91	22.21	13.91	3	3	2	3	1
4979	31.23	31.23	31.23	4	2	2	3	2
4980	5.17	34.17	5.17	2	3	2	3	1
4981	21.06	48.88	21.06	4	3	2	2	2
4982	22.09	68.55	22.09	3	4	2	1	2
4983	22.09	68.55	22.09	3	4	2	1	2
4984	31.23	31.23	31.23	4	2	2	3	2
4985	5.17	34.17	5.17	2	3	2	3	1
4986	4.15	4.15	4.15	2	2	2	1	1
4987	15.89	15.89	15.89	3	2	2	2	1
4988	14.5	14.5	14.5	3	2	2	2	1
4989	3.55	3.55	3.55	2	2	2	1	1
4990	19.67	19.67	19.67	4	2	2	3	2
4991	29.69	29.69	29.69	6	2	2	2	2
4992	26.14	33.24	26.14	5	3	2	1	2
4993	15.89	15.89	15.89	3	2	2	2	1
4994	42.17	42.17	42.17	5	2	2	2	3
4995	15.05	47.41	15.05	2	4	2	2	1
4996	12.62	12.62	12.62	2	2	2	1	1
4997	26.78	82.12	26.78	6	3	2	2	2
4998	12.87	12.87	12.87	4	3	2	2	1
4999	12.87	12.87	12.87	4	3	2	2	1
5000	9.32	38.32	9.32	3	4	2	2	1
5001	39.79	39.79	39.79	5	2	2	3	3
5002	16.82	35.46	16.82	3	3	2	3	1
5003	38.02	38.02	38.02	4	2	2	1	3
5004	42.17	42.17	42.17	5	2	2	2	3
5005	31.23	31.23	31.23	4	2	2	3	2
5006	22.09	22.09	22.09	3	2	2	1	2
5007	15.89	15.89	15.89	3	2	2	2	1
5008	13.91	32.55	13.91	3	3	2	3	1
5009	23.23	78.57	23.23	5	3	2	2	2
5010	26.14	26.14	26.14	5	2	2	1	2
5011	49.76	56.88	49.76	5	3	2	3	3
5012	30.73	104.71	30.73	5	4	2	1	2
5013	22.97	31.27	22.97	3	3	2	2	2
5014	47.34	47.34	47.34	6	2	2	2	3
5015	25.65	25.65	25.65	4	2	2	1	2
5016	30.73	104.71	30.73	5	4	2	1	2
5017	23.23	78.57	23.23	5	3	2	2	2
5018	34.71	34.71	34.71	4	2	2	2	3
5019	27.12	68.04	27.12	4	4	2	1	2
5020	30.73	30.73	30.73	5	2	2	1	2
5021	23.23	78.57	23.23	5	3	2	2	2
5022	9.32	38.32	9.32	3	4	2	2	1
5023	3.56	3.56	3.56	2	2	2	2	1
5024	18.06	18.06	18.06	4	2	2	3	2
5025	42.17	42.17	42.17	5	2	2	2	3
5026	26.78	82.12	26.78	6	3	2	2	2
5027	42.17	42.17	42.17	5	2	2	2	3
5028	23.23	78.57	23.23	5	3	2	2	2
5029	10.35	28.99	10.35	2	3	2	2	1
5030	47.34	47.34	47.34	6	2	2	2	3
5031	12.62	12.62	12.62	2	2	2	1	1
5032	14.5	14.5	14.5	3	2	2	2	1
5033	50.89	50.89	50.89	7	2	2	1	3
5034	5.17	12.27	5.17	2	3	2	3	1
5035	38.02	46.32	38.02	4	3	2	1	3
5036	15.05	69.29	15.05	2	3	2	2	1
5037	30.73	104.71	30.73	5	4	2	1	2
5038	38.02	38.02	38.02	4	2	2	1	3
5039	14.5	14.5	14.5	3	2	2	2	1
5040	26.78	82.12	26.78	6	3	2	2	2
5041	38.02	46.32	38.02	4	3	2	1	3
5042	54.84	73.48	54.84	6	3	2	2	3
5043	31.23	31.23	31.23	4	2	2	3	2
5044	47.34	47.34	47.34	6	2	2	2	3
5045	12.87	12.87	12.87	4	2	2	2	1
5046	22.97	31.27	22.97	3	3	2	2	2
5047	31.23	31.23	31.23	4	2	2	3	2
5048	18.06	18.06	18.06	4	2	2	3	2
5049	22.97	41.61	22.97	3	4	2	2	2
5050	26.78	60.42	26.78	6	3	2	2	2
5051	15.05	47.41	15.05	2	4	2	2	1
5052	49.76	58.06	49.76	5	3	2	3	3
5053	18.06	18.06	18.06	4	2	2	3	2
5054	19.67	19.67	19.67	4	2	2	3	2
5055	11.74	20.04	11.74	2	3	2	3	1
5056	4.15	4.15	4.15	2	2	2	1	1
5057	3.56	42.9	3.56	2	3	2	2	1
5058	35.84	35.84	35.84	6	3	2	3	3
5059	30.73	30.73	30.73	5	2	2	1	2
5060	38.02	46.32	38.02	4	3	2	1	3
5061	22.97	41.61	22.97	3	4	2	2	2
5062	9.32	9.32	9.32	3	2	2	2	1
5063	30.73	104.71	30.73	5	4	2	1	2
5064	49.76	56.88	49.76	5	3	2	3	3
5065	3.56	42.9	3.56	2	3	2	2	1
5066	31.23	31.23	31.23	4	2	2	3	2
5067	54.84	109.08	54.84	6	4	2	2	3
5068	3.56	3.56	3.56	2	2	2	2	1
5069	18.06	18.06	18.06	4	2	2	3	2
5070	42.17	42.17	42.17	5	2	2	2	3
5071	26.78	60.42	26.78	6	3	2	2	2
5072	13.91	22.21	13.91	3	3	2	3	1
5073	23.23	23.23	23.23	5	2	2	2	2
5074	16.82	35.46	16.82	3	3	2	3	1
5075	23.22	23.22	23.22	5	2	2	3	2
5076	21.06	28.16	21.06	4	3	2	2	2
5077	18.06	18.06	18.06	4	2	2	3	2
5078	16.82	35.46	16.82	3	3	2	3	1
5079	34.71	34.71	34.71	4	2	2	2	3
5080	18.06	18.06	18.06	4	2	2	3	2
5081	15.05	69.29	15.05	2	3	2	2	1
5082	13.91	22.21	13.91	3	3	2	3	1
5083	31.23	31.23	31.23	4	2	2	3	2
5084	13.91	22.21	13.91	3	3	2	3	1
5085	25.65	85.03	25.65	4	4	2	1	2
5086	32.29	32.29	32.29	5	2	2	3	2
5087	4.15	4.15	4.15	2	2	2	1	1
5088	20.97	38.41	20.97	4	3	2	3	2
5089	11.74	58.2	11.74	2	4	2	3	1
5090	49.76	56.88	49.76	5	3	2	3	3
5091	16.18	16.18	16.18	3	3	2	2	1
5092	29.69	29.69	29.69	6	2	2	2	2
5093	12.87	12.87	12.87	4	2	2	2	1
5094	13.91	22.21	13.91	3	3	2	3	1
5095	26.14	33.24	26.14	5	3	2	1	2
5096	18.06	18.06	18.06	4	2	2	3	2
5097	50.89	50.89	50.89	7	3	2	1	3
5098	20.97	38.41	20.97	4	3	2	3	2
5099	50.89	50.89	50.89	7	2	2	1	3
5100	15.05	47.41	15.05	2	4	2	2	1
5101	11.74	58.2	11.74	2	4	2	3	1
5102	25.65	25.65	25.65	4	2	2	1	2
5103	4.15	43.49	4.15	2	4	2	1	1
5104	35.84	59.32	35.84	6	3	2	3	3
5105	8.72	8.72	8.72	3	2	2	2	1
5106	39.79	39.79	39.79	5	2	2	3	3
5107	38.02	38.02	38.02	4	2	2	1	3
5108	13.91	22.21	13.91	3	3	2	3	1
5109	22.09	22.09	22.09	3	2	2	1	2
5110	39.79	39.79	39.79	5	2	2	3	3
5111	16.82	35.46	16.82	3	3	2	3	1
5112	38.02	46.32	38.02	4	3	2	1	3
5113	23.22	23.22	23.22	5	2	2	3	2
5114	49.76	58.06	49.76	5	3	2	3	3
5115	20.97	66.91	20.97	4	3	2	3	2
5116	49.76	58.06	49.76	5	3	2	3	3
5117	38.02	38.02	38.02	4	2	2	1	3
5118	27.17	45.81	27.17	4	3	2	2	2
5119	27.12	27.12	27.12	4	2	2	1	2
5120	49.76	58.06	49.76	5	3	2	3	3
5121	27.67	56.67	27.67	3	3	2	3	2
5122	24.61	24.61	24.61	5	2	2	3	2
5123	42.17	42.17	42.17	5	2	2	2	3
5124	29.69	29.69	29.69	6	2	2	2	2
5125	18.06	18.06	18.06	4	2	2	3	2
5126	15.89	15.89	15.89	3	2	2	2	1
5127	30.73	104.71	30.73	5	4	2	1	2
5128	16.18	70.52	16.18	3	3	2	2	1
5129	5.08	54.3	5.08	2	3	2	2	1
5130	39.79	39.79	39.79	5	2	2	3	3
5131	29.69	29.69	29.69	6	2	2	2	2
5132	39.79	39.79	39.79	5	2	2	3	3
5133	10.35	18.65	10.35	2	3	2	2	1
5134	15.89	33.33	15.89	3	3	2	2	1
5135	24.61	24.61	24.61	5	2	2	3	2
5136	31.23	31.23	31.23	4	2	2	3	2
5137	30.73	104.71	30.73	5	4	2	1	2
5138	54.84	109.08	54.84	6	4	2	2	3
5139	32.29	32.29	32.29	5	3	2	3	2
5140	12.87	12.87	12.87	4	3	2	2	1
5141	42.17	42.17	42.17	5	2	2	2	3
5142	47.34	47.34	47.34	6	2	2	2	3
5143	47.34	47.34	47.34	6	2	2	2	3
5144	13.91	32.55	13.91	3	3	2	3	1
5145	38.02	46.32	38.02	4	3	2	1	3
5146	34.71	34.71	34.71	4	2	2	2	3
5147	15.89	33.33	15.89	3	3	2	2	1
5148	21.06	48.88	21.06	4	3	2	2	2
5149	54.84	109.08	54.84	6	4	2	2	3
5150	3.56	42.9	3.56	2	3	2	2	1
5151	23.22	23.22	23.22	5	2	2	3	2
5152	27.17	45.81	27.17	4	3	2	2	2
5153	3.55	3.55	3.55	2	2	2	1	1
5154	39.79	39.79	39.79	5	2	2	3	3
5155	3.55	98.23	3.55	2	3	2	1	1
5156	18.06	18.06	18.06	4	2	2	3	2
5157	23.22	23.22	23.22	5	2	2	3	2
5158	22.09	68.55	22.09	3	4	2	1	2
5159	12.87	12.87	12.87	4	2	2	2	1
5160	27.17	45.81	27.17	4	3	2	2	2
5161	15.05	47.41	15.05	2	4	2	2	1
5162	27.17	27.17	27.17	4	3	2	2	2
5163	35.84	35.84	35.84	6	3	2	3	3
5164	32.29	32.29	32.29	5	3	2	3	2
5165	35.84	59.32	35.84	6	3	2	3	3
5166	11.74	58.2	11.74	2	4	2	3	1
5167	4.15	43.49	4.15	2	4	2	1	1
5168	10.35	18.65	10.35	2	3	2	2	1
5169	23.23	23.23	23.23	5	2	2	2	2
5170	26.78	82.12	26.78	6	3	2	2	2
5171	29.69	29.69	29.69	6	2	2	2	2
5172	15.05	69.29	15.05	2	3	2	2	1
5173	22.97	41.61	22.97	3	4	2	2	2
5174	8.72	8.72	8.72	3	2	2	2	1
5175	42.17	42.17	42.17	5	2	2	2	3
5176	31.23	31.23	31.23	4	2	2	3	2
5177	23.23	78.57	23.23	5	3	2	2	2
5178	5.17	12.27	5.17	2	3	2	3	1
5179	25.65	85.03	25.65	4	4	2	1	2
5180	12.62	12.62	12.62	2	2	2	1	1
5181	5.08	54.3	5.08	2	3	2	2	1
5182	23.23	78.57	23.23	5	3	2	2	2
5183	11.74	58.2	11.74	2	4	2	3	1
5184	42.17	42.17	42.17	5	2	2	2	3
5185	16.82	71.06	16.82	3	4	2	3	1
5186	21.06	28.16	21.06	4	3	2	2	2
5187	24.61	24.61	24.61	5	2	2	3	2
5188	16.82	71.06	16.82	3	4	2	3	1
5189	14.5	55.42	14.5	3	4	2	2	1
5190	23.22	23.22	23.22	5	2	2	3	2
5191	3.56	3.56	3.56	2	2	2	2	1
5192	12.87	12.87	12.87	4	2	2	2	1
5193	9.32	9.32	9.32	3	2	2	2	1
5194	27.12	68.04	27.12	4	4	2	1	2
5195	5.17	34.17	5.17	2	3	2	3	1
5196	49.76	58.06	49.76	5	3	2	3	3
5197	3.55	3.55	3.55	2	2	2	1	1
5198	26.78	82.12	26.78	6	3	2	2	2
5199	15.05	47.41	15.05	2	4	2	2	1
5200	47.34	47.34	47.34	6	2	2	2	3
5201	23.22	46.7	23.22	5	3	2	3	2
5202	25.65	25.65	25.65	4	2	2	1	2
